"","X","週","week","weeknum","pref","newcaseday","newcaset.1","newcaset.2","cumcases","newdeath","emergency","GZnew","cumGZ","mobility","resview","in_city","in_pref","out_pref","week_dummy","pref_dummy","population","avg_temp","rain","sum_pop","agrgt_potecovid_lag1","agrgt_potecovid_lag2","susceptable","avg_temp_q","rain_q","noftests","noftestst.1","noftestst.2","pred_covid","pred_covid2"
"Tochigi-2020-09-21",221,"202009_W4","2020-09-21",39,"Tochigi",39,10,8,426,0,0,0,0,2002702,-1.551292302,3.981508303,-9.433656468,-5.565057705,"D_39","D_Tochigi",1934000,20.3428571428571,2.32142857142857,2002683,92.3671987120074,55.1038828790905,1933574,413.831836734694,5.3890306122449,12726,17352,17370,32.326566348101,15.8845727948014
"Tochigi-2020-09-28",227,"202010_W1","2020-09-28",40,"Tochigi",10,8,21,436,0,0,0,0,1978716,-13.48827922,2.696504329,-5.076818058,-10.83809216,"D_40","D_Tochigi",1934000,19.6214285714286,0,1978700,56.2012994072412,28.1801040749307,1933564,385.000459183673,0,17352,17370,18072,14.7328215821235,9.69679432329046
"Tochigi-2020-10-05",233,"202010_W2","2020-10-05",41,"Tochigi",8,21,12,444,0,0,0,0,1979300,22.96584906,1.916975205,0.723842959,-7.261670665,"D_41","D_Tochigi",1934000,17.2928571428571,14.2857142857143,1979277,27.0792143233027,37.7044532342136,1933556,299.042908163265,204.081632653061,17370,18072,18324,9.59003297336678,17.8036231919495
"Tochigi-2020-10-12",239,"202010_W3","2020-10-12",42,"Tochigi",21,12,12,465,0,0,0,0,1987259,5.241495777,2.522103743,-2.105555113,-20.13341557,"D_42","D_Tochigi",1934000,16.7071428571429,3,1987228,36.0803373382847,40.0493729823513,1933535,279.12862244898,9,18072,18324,13794,17.690016385544,26.171589804642
"Tochigi-2020-10-19",245,"202010_W4","2020-10-19",43,"Tochigi",12,12,9,477,0,0,0,0,1999550,-3.287520279,1.598779329,3.114892324,-6.036720827,"D_43","D_Tochigi",1934000,14.5357142857143,2.10714285714286,1999539,40.7005710740799,32.4085800247682,1933523,211.286989795918,4.44005102040816,18324,13794,12030,26.4339497507939,27.1398133898606
"Tochigi-2020-10-26",251,"202010_W5","2020-10-26",44,"Tochigi",12,9,18,489,0,0,0,0,2003492,-11.94320015,3.140214045,-5.648757463,-20.87777366,"D_44","D_Tochigi",1934000,13.7142857142857,0,2003476,33.7074530013381,32.1698635410061,1933511,188.081632653061,0,13794,12030,14418,26.6311736915381,44.5301062130822
"Tochigi-2020-11-02",257,"202011_W1","2020-11-02",45,"Tochigi",9,18,56,498,0,0,0,0,2001909,-3.109395481,2.931598384,-6.127219394,-13.05240081,"D_45","D_Tochigi",1934000,12.9928571428571,1.25,2001904,32.5210659703998,44.0442292980424,1933502,168.814336734694,1.5625,12030,14418,20040,43.9832255395472,77.1163770758274
"Tochigi-2020-11-09",263,"202011_W2","2020-11-09",46,"Tochigi",18,56,62,516,1,0,0,0,1991117,-4.560282989,2.690254418,-5.202091532,-11.52942989,"D_46","D_Tochigi",1934000,10.0857142857143,0,1991095,44.1142171298095,99.142928364947,1933484,101.721632653061,0,14418,20040,18432,75.8540255677931,82.8933310380278
"Tochigi-2020-11-16",269,"202011_W3","2020-11-16",47,"Tochigi",56,62,115,572,0,0,0,0,1997657,-3.394078317,2.17220521,-2.382858049,-1.02872034,"D_47","D_Tochigi",1934000,13.2642857142857,0,1997633,98.3734632980374,146.407540712095,1933428,175.941275510204,0,20040,18432,23712,81.2352968334774,130.262064070349
"Tochigi-2020-11-23",275,"202011_W4","2020-11-23",48,"Tochigi",62,115,121,634,0,0,0,0,1988664,-9.812546232,3.421373557,-8.201073291,-4.689005662,"D_48","D_Tochigi",1934000,10.1142857142857,0.321428571428571,1988644,146.569784887665,204.670523694764,1933366,102.298775510204,0.103316326530612,18432,23712,24624,124.890247632662,113.143931595257
"Tochigi-2020-11-30",281,"202012_W1","2020-11-30",49,"Tochigi",115,121,152,749,0,0,0,0,1976330,-19.68401408,3.122187831,-5.873489923,-15.19294768,"D_49","D_Tochigi",1934000,6.84285714285714,0.0714285714285714,1976303,203.882207533895,263.370912090681,1933251,46.824693877551,0.00510204081632653,23712,24624,0,113.0229374876,122.221517459654
"Tochigi-2020-12-07",287,"202012_W2","2020-12-07",50,"Tochigi",121,152,213,870,1,0,0,0,1979060,-21.2086047,3.853423051,-6.072306108,-16.34644898,"D_50","D_Tochigi",1934000,7.94285714285714,0,1979053,258.789547130919,297.593131617133,1933130,63.0889795918367,0,24624,0,0,121.107572772754,148.604578937649
"Tochigi-2020-12-14",293,"202012_W3","2020-12-14",51,"Tochigi",152,213,427,1022,2,0,0,0,1975592,-24.04390801,3.846837926,-5.367489267,-21.01681452,"D_51","D_Tochigi",1934000,2.02142857142857,0,1975581,295.428643093362,388.793810624959,1932978,4.08617346938775,0,0,0,0,156.098384980643,250.021376330233
"Tochigi-2020-12-21",299,"202012_W4","2020-12-21",52,"Tochigi",213,427,848,1235,1,0,0,0,1970993,-24.65530485,4.2607719,-4.199530151,-28.35071143,"D_52","D_Tochigi",1934000,3.81428571428571,0,1970973,387.913785581391,657.683790015939,1932765,14.5487755102041,0,0,0,0,255.198306122503,703.777547168943
"Tochigi-2020-12-28",305,"202012_W5","2020-12-28",53,"Tochigi",427,848,652,1662,0,0,0,0,1996303,-29.45622502,7.28056062,-8.055162922,-41.77797444,"D_53","D_Tochigi",1934000,3.52857142857143,0,1996302,655.066519474269,1286.2988258897,1932338,12.4508163265306,0,0,0,0,737.075909488906,662.735901618892
"Tochigi-2021-01-04",311,"202101_W1","2021-01-04",54,"Tochigi",848,652,394,2510,4,0,0,0,1970850,-43.42718205,6.960976877,11.0225406,-62.90852848,"D_54","D_Tochigi",1934000,1.80714285714286,0,1970835,1301.77262786148,1538.9872698773,1931490,3.26576530612245,0,0,0,0,652.63685581141,360.503516559014
"Tochigi-2021-01-11",317,"202101_W2","2021-01-11",55,"Tochigi",652,394,215,3162,8,1,0,0,1962567,-49.6881716,7.686021542,-20.86536506,-38.59556846,"D_55","D_Tochigi",1934000,3.07857142857143,0.0357142857142857,1962546,1537.08977883328,1095.7290335947,1930838,9.47760204081633,0.00127551020408163,0,0,0,372.594714770833,231.091980252561
"Tochigi-2021-01-18",323,"202101_W3","2021-01-18",56,"Tochigi",394,215,110,3556,18,1,0,0,1960443,-53.50192787,7.094315867,-13.72603809,-44.05337485,"D_56","D_Tochigi",1934000,2.78571428571429,2.75,1960431,1073.52951528714,638.302727808806,1930444,7.76020408163265,7.5625,0,0,0,235.864578441674,135.025296358566
"Tochigi-2021-01-25",329,"202101_W4","2021-01-25",57,"Tochigi",215,110,81,3771,10,1,0,0,1964854,-29.40880265,6.902527022,-13.26715297,-38.96491629,"D_57","D_Tochigi",1934000,4.82142857142857,0.142857142857143,1964835,633.448048655645,346.998642565707,1930229,23.2461734693878,0.0204081632653061,0,0,0,140.546791328462,80.2090925984599
"Tochigi-2021-02-01",335,"202102_W1","2021-02-01",58,"Tochigi",110,81,75,3881,9,1,0,0,1961471,-39.72966982,5.609611292,-11.76715638,-34.97066469,"D_58","D_Tochigi",1934000,4.83571428571429,0,1961457,346.982096225065,207.730236626205,1930119,23.3841326530612,0,0,0,0,77.8244679142981,72.6011426240667
